x,y,title,tokens,word
-0.035569306,-0.06400584,"atando el cenojil, la **pierna** alzada, toda patitendida y destapada","ata-n-do el cen-o-ji-l, la **pierna** alzada, toda pa-tit-endi-da y desta-pada",pierna
-0.044350356,0.037544698,"stial ofrece ) del duro afán que el **corazón** padece, en alta esclavitud, injusta guerra","sti-al ofrece ) del duro af-án que el **corazón** pade-ce, en alta esclavitud, injust-a guerra",corazón
-0.04100185,0.03877305,"elocuente, la entiende la alma, el **corazón** la siente, aquélla docta y éste vigilante","elo-cu-ente, la entiende la alma, el **corazón** la siente, aquél-la doc-ta y éste vigilante",corazón
-0.0452651,0.019982476,"vase con ellas el cristal riendo. Poco mi **corazón** debe a mis ojos, pues dan agua al agua","vas-e con ellas el cristal riendo. Poco mi **corazón** debe a mis ojos, pues dan agua al agua",corazón
-0.03827132,-0.0467815,"de casa y víneme el mercado [UNK] vi un **ojo** negro al parecer rasgado, blanca la frente y","de casa y vín-eme el mercado [UNK] vi un **ojo** negro al parecer ras-gado, blanca la frente y",ojo
-0.045098275,0.026419422,"la amarillez que dentro abrigo, ni el **corazón**, que yace macilento, ni atiende","la amari-lle-z que dentro abrigo, ni el **corazón**, que ya-ce maci-len-to, ni atiende",corazón
-0.039635923,-0.062275663,"monstruos y portentos, y el osado **brazo** armaran la clava y la saeta,","monstruos y porte-nto-s, y el os-ado **brazo** armar-an la cla-va y la sa-eta,",brazo
-0.043825,0.035550803,"clava y la saeta, sólo en mi **corazón** hallará fieras, que todos sus trabajos renovar","cla-va y la sa-eta, sólo en mi **corazón** hallar-á fi-eras, que todos sus trabajos renovar",corazón
-0.046078388,0.01581566,"escribe tu escarmiento, pasajero : Que quien el **corazón** tuvo en la boca, tal boca siente en él","escribe tu escar-miento, pasajero : Que quien el **corazón** tuvo en la boca, tal boca siente en él",corazón
-0.043831848,0.044526126,"mano por templarle, es gran piedad del **corazón** humano [UNK] mas no de ti, que puede,","mano por temp-lar-le, es gran piedad del **corazón** humano [UNK] mas no de ti, que puede,",corazón
-0.04292036,0.034793437,"ulación de mis gemidos : pues yo en el **corazón**, y tú en las cuevas, callamos los","ulación de mis gem-idos : pues yo en el **corazón**, y tú en las cuevas, cal-lamos los",corazón
-0.046695553,0.026316848,"eces con gemido. No de otro modo el **corazón** cuitado, a la prisión, al llanto","eces con gem-ido. No de otro modo el **corazón** cui-tado, a la prisión, al llan-to",corazón
-0.045269307,0.03427262,"mis gemidos por el grande distrito y doloroso del **corazón**, en su penar dichoso, y mis","mis gem-idos por el grande distrito y doloroso del **corazón**, en su pena-r dichos-o, y mis",corazón
-0.038757924,-0.041505333,"ujo, y ya merecedor de cola el **ojo**, sin esperar más beso que el del brujo","uj-o, y ya merece-dor de cola el **ojo**, sin esperar más beso que el del bru-jo",ojo
-0.039078627,-0.061336778,con tardanzas. No arroje más tu **brazo** airadas lanzas del pecho a la pirámide,con tarda-n-zas. No arro-je más tu **brazo** a-ira-das lanza-s del pecho a la pirámide,brazo
-0.04472481,0.03576559,[UNK] la confusión inunda la alma mía [UNK] mi **corazón** es reino del espanto. Cerrar podrá mis,[UNK] la confusión inund-a la alma mía [UNK] mi **corazón** es reino del espan-to. Cer-rar podrá mis,corazón
-0.0380276,-0.07215791,sino hidalga [UNK] háseme vuelto la **cabeza** nalga : antes greguescos pide que sombrero,sino hi-dal-ga [UNK] há-se-me vuelto la **cabeza** nal-ga : antes gre-gues-cos pide que sombrero,cabeza
-0.036554858,-0.03684145,perro muerto : quebremos de esta vez el **ojo** al diablo [UNK] y pues cojuelo le hay,perro muerto : que-bre-mos de esta vez el **ojo** al diablo [UNK] y pues co-ju-elo le hay,ojo
-0.036665563,-0.07393691,locura. El que pusiere el barro en la **cabeza** y a los pies del metal la lumbre pura,locura. El que pusi-ere el barro en la **cabeza** y a los pies del metal la lu-mbre pura,cabeza
-0.045026183,0.016518591,"arda Silvia hermosa, a quien di el **corazón** en sacrificio, querría dejarte de la misma suerte.","ard-a Sil-via hermosa, a quien di el **corazón** en sacrificio, querría dejarte de la misma suerte.",corazón
-0.03945941,-0.0651612,"un gran flux. Soñé que el **brazo** de rigor armado, Filis, alzaba contra","un gran flu-x. So-ñ-é que el **brazo** de rigor armado, Fili-s, alza-ba contra",brazo
-0.033796374,-0.067736365,"lera soy cuatralbo, sírvame de **cabeza** mi sombrero. Esta miseria, gran señor, hon","lera soy cua-tral-bo, sí-r-vame de **cabeza** mi sombrero. Esta miseria, gran señor, hon",cabeza
-0.045980796,0.014119021,"no acabe de morir penando. Un nuevo **corazón**, un hombre nuevo ha menester, Señor,","no acabe de morir pena-n-do. Un nuevo **corazón**, un hombre nuevo ha men-ester, Señor,",corazón
-0.042328734,0.030365078,"bedrío y limpie el alma, el **corazón** llagado, cure, y a abland","be-drí-o y limpi-e el alma, el **corazón** lla-gado, cur-e, y a ab-land",corazón
-0.036967777,-0.059195627,"do el diente, es quitar el dolor de la **cabeza**, quitando la cabeza que le siente.","do el diente, es quitar el dolor de la **cabeza**, quita-n-do la cabeza que le siente.",cabeza
-0.038157474,-0.0653146,"el dolor de la cabeza, quitando la **cabeza** que le siente. Este, en traje de tú","el dolor de la cabeza, quita-n-do la **cabeza** que le siente. Este, en traje de tú",cabeza
-0.034787785,-0.042616133,"alumbres Si quieres ahorrar de pesadumbres, **ojo** del cielo, trata de compralla [UNK] en confi","alum-bres Si quieres ahorrar de pesa-dumbre-s, **ojo** del cielo, trata de compra-lla [UNK] en confi",ojo
-0.037372366,-0.068473175,"cas rodeado, barba juriconsulta a tu **cabeza** forjas, con presunciones de letrada [UNK]","cas rodeado, barba jur-icon-sul-ta a tu **cabeza** for-jas, con presun-ciones de letra-da [UNK]",cabeza
-0.036085255,-0.074387036,"sol se arreboza con la luna en la **cabeza** horrible del severo dragón, pretendes, pérfi","sol se arre-bo-za con la luna en la **cabeza** horrible del severo dragón, pretende-s, pér-fi",cabeza
-0.044313215,0.031184046,. Veinte y dos años ha que estas cadenas el **corazón** idólatra padece [UNK] y si tal,. Veinte y dos años ha que estas cadenas el **corazón** id-ól-at-ra pade-ce [UNK] y si tal,corazón
-0.046503935,0.029910112,"soledad, no solo [UNK] pues delante asiste el **corazón**, que arde constante en la pasión, que","soledad, no solo [UNK] pues delante asist-e el **corazón**, que ar-de constante en la pasión, que",corazón
-0.04573864,0.023319315,"que amante espíritu ha ceñido [UNK] desierto un **corazón** siempre encendido, donde todo el Amor reinó hospe","que amante espíritu ha ce-ñ-ido [UNK] desierto un **corazón** siempre encendido, donde todo el Amor rein-ó hospe",corazón
-0.0333856,-0.03180508,"otros cojos, ande el pie con el **ojo** remendado. Si las mentiras de fortuna,","otros cojo-s, and-e el pie con el **ojo** reme-n-dado. Si las mentiras de fortuna,",ojo
-0.044788484,0.0073867682,"Qué fantasma, en la noche temerosa, el **corazón** del sueño me desata ? ¿ Quién te ven","Qué fantasma, en la noche temer-osa, el **corazón** del sueño me desa-ta ? ¿ Quién te ven",corazón
-0.045600917,0.029064236,"de piedra es, hombre duro, de diamante tu **corazón**, pues muerte tan severa no anega con","de piedra es, hombre duro, de diamante tu **corazón**, pues muerte tan severa no an-eg-a con",corazón
-0.03926257,-0.023557127,"en la nieve de un ánimo obstinado y en **corazón** pesebre, acompañado de brutos apetitos que en","en la nieve de un ánimo obst-inado y en **corazón** pese-bre, acompañado de brutos apetito-s que en",corazón
-0.04337441,0.032016564,"triste humor los ojos voy gastando, y el **corazón** en penas desiguales [UNK] sólo a mí, entre","triste humor los ojos voy gas-tando, y el **corazón** en penas desigual-es [UNK] sólo a mí, entre",corazón
-0.03524848,-0.06275903,"de gozarla al cielo y de vencerla al **brazo** de la muerte. Si puede, donde estás,","de gozar-la al cielo y de vencer-la al **brazo** de la muerte. Si puede, donde estás,",brazo
-0.03775604,-0.03970964,"el cielo adornas, vuelto estrella hermosa, cual **ojo** suyo, puedes ver el llanto que de los","el cielo adorn-as, vuelto estrella hermosa, cual **ojo** suyo, puedes ver el llan-to que de los",ojo
-0.039152324,-0.06339763,"sco por pariente. Fundido, ostenta **brazo** omnipotente, horror que a la ciudad","s-co por pariente. Fund-ido, ostent-a **brazo** om-ni-pot-ente, horror que a la ciudad",brazo
-0.045968696,0.016318725,"zana juventud se fía [UNK] mas ya mi **corazón** del postrer día atiende el vuelo, sin mirar","zan-a juventud se f-ía [UNK] mas ya mi **corazón** del postre-r día atiende el vuelo, sin mirar",corazón
-0.038747028,-0.037124727,"son a ojos de todos necesarias ? La voz del **ojo**, que llamamos pedo ( ruiseñor","son a ojos de todos necesarias ? La voz del **ojo**, que llamamos ped-o ( ru-ise-ño-r",ojo
-0.043535862,0.030468214,"sí, las acciones desiguales [UNK] pues en el **corazón** suyo, ambicioso, eran traidoras, como en","sí, las acciones desigual-es [UNK] pues en el **corazón** suyo, ambicioso, eran traidor-as, como en",corazón
-0.045554817,0.015463417,"oro Fryne, porque el lascivo **corazón** se incline al precio de sus culpas como","oro Fr-yn-e, porque el las-ci-vo **corazón** se inclin-e al precio de sus culpa-s como",corazón
-0.03896671,-0.059362583,en la morra le dio furioso un atrevido **brazo** [UNK] que era justo muriese de un porra,en la mor-ra le dio furioso un atre-vido **brazo** [UNK] que era justo muri-ese de un por-ra,brazo
-0.042276777,0.032023888,"si acaso algún interno ardor lascivo el **corazón** te aprieta, echa al punto limosna en","si acaso algún interno ar-dor las-ci-vo el **corazón** te apri-eta, echa al punto limos-na en",corazón
-0.044061963,0.033174302,", nada golfos de luz ardiente y pura mi **corazón**, sediento de hermosura, si el cabello",", nada golfo-s de luz ardiente y pura mi **corazón**, sedi-ento de hermos-ura, si el cabello",corazón
-0.035553765,-0.05292228,"do cocinero, pues del carnero me convierte en **pierna** hasta los mismos [UNK] del carnero. Si a","do cocinero, pues del carne-ro me convierte en **pierna** hasta los mismos [UNK] del carne-ro. Si a",pierna
-0.043466095,0.045875017,"naufragio amoroso distraído, ardiente el **corazón** suspira y llora. En dos afectos pen","na-uf-ragio amor-oso distra-ído, ardiente el **corazón** sus-pira y llora. En dos afecto-s pen",corazón
-0.036568765,-0.031788085,"Para agotar sus luces la hermosura en un **ojo** no más de vuestra cara, grande ejemplar y de","Para agota-r sus luces la hermos-ura en un **ojo** no más de vuestra cara, grande ejemplar y de",ojo
-0.03634409,-0.024675863,"la noche los ostenta oscura. Si en un **ojo** no más, que en vos es día, tiene","la noche los ostent-a oscura. Si en un **ojo** no más, que en vos es día, tiene",ojo
-0.034807555,-0.032366138,"es humo y representa a las estrellas. Que tiene **ojo** de culo es evidente, y manojo de llaves","es humo y representa a las estrellas. Que tiene **ojo** de culo es evidente, y mano-jo de llaves",ojo
-0.03860139,-0.037517056,"sol rojo, y que tiene por niña en aquel **ojo** atezado mojón duro y caliente. Tendrá lega","sol rojo, y que tiene por niña en aquel **ojo** ate-zado mojón duro y caliente. Tendrá leg-a",ojo
-0.039518967,-0.06613478,", hasta en las desgracias envidiado, con **brazo**, Mucio, en ascuas encendido,",", hasta en las desgracia-s envidia-do, con **brazo**, Mu-cio, en asc-ua-s encendido,",brazo
-0.03704642,-0.05563466,"tú, que has sido el que con sólo un **brazo** que has perdido las alas de la fama has conquista","tú, que has sido el que con sólo un **brazo** que has perdido las alas de la fama has conquista",brazo
-0.044381388,0.03738796,"cuando en incendios, que sediento bebo, mi **corazón** habita y no los siente. Y porque un brazo","cuando en incendios, que sedi-ento bebo, mi **corazón** habita y no los siente. Y porque un brazo",corazón
-0.039361037,-0.059625585,"corazón habita y no los siente. Y porque un **brazo** sólo dio a la llama Scévola,","corazón habita y no los siente. Y porque un **brazo** sólo dio a la llama S-cé-vol-a,",brazo
-0.04188507,0.03709078,"Una risa, unos ojos, unas manos todo mi **corazón** y mis sentidos saquearon, hermosos y tiranos","Una risa, unos ojos, unas manos todo mi **corazón** y mis sentidos saque-aron, hermosos y tiran-os",corazón
-0.045232765,0.029965699,"derramas, y con lágrimas fáciles infamas el **corazón**, rindiéndole al tormento. Verdad severa","derram-as, y con lágrimas fáciles inf-amas el **corazón**, rin-di-éndole al torm-ento. Verdad severa",corazón
-0.044445295,0.023535168,", al yelo hermoso de su pecho llego mi **corazón**, por ver si, agradecida, se regala",", al ye-lo hermoso de su pecho llego mi **corazón**, por ver si, agradecida, se regal-a",corazón
-0.03858101,-0.069673866,"promete vano, y que está sin meollo la **cabeza**. A tu justicia tocan mis contrarios, pues","promete vano, y que está sin me-ollo la **cabeza**. A tu justicia tocan mis contrario-s, pues",cabeza
-0.045336496,0.014103624,"y la tenaz porfía en que el amante **corazón** ostenta ? Pues si lo ves, ¡ oh","y la ten-az por-fía en que el amante **corazón** ostent-a ? Pues si lo ves, ¡ oh",corazón
-0.03826298,-0.05813368,". Al ademán, siguieron las heridas cuando su **brazo** estremeció la tierra [UNK] no las prestó el",". Al ade-mán, siguieron las heridas cuando su **brazo** estre-mec-ió la tierra [UNK] no las prestó el",brazo
-0.038878325,-0.0666953,"armas y su gente [UNK] y en su consejo y **brazo**, felizmente, venció los hados el monarca","armas y su gente [UNK] y en su consejo y **brazo**, feliz-mente, venció los ha-dos el monarca",brazo
-0.045418993,0.031320445,"llama ardiente quede en muda ceniza desatado mi **corazón** sensible y animado, víctima de tus aras obediente","llama ardiente quede en muda cen-iza desa-tado mi **corazón** sensible y animado, víctima de tus aras obe-diente",corazón
-0.044306807,0.048013326,", ya no corra derramado. Pero mi **corazón** arde admirado ( porque en tus llamas,",", ya no cor-ra derram-ado. Pero mi **corazón** ar-de admira-do ( porque en tus llamas,",corazón
-0.04568544,0.028825106,"la vaga región de mi cuidado, herir mi **corazón** tiene por juego. Y aunque sobra al dolor su","la vag-a región de mi cuidado, herir mi **corazón** tiene por juego. Y aunque sobra al dolor su",corazón
-0.04068867,-0.062437885,"naces hoy, fiera escogida [UNK] el **brazo** te reserva del acero. Bien que el modo es","nace-s hoy, fi-era esco-gida [UNK] el **brazo** te reserva del acero. Bien que el modo es",brazo
-0.039837472,-0.059909828,"En ti turbó la paz de tu elemento aquel **brazo**, que a toda vida alcanza [UNK] también me hi","En ti tur-bó la paz de tu elemento aquel **brazo**, que a toda vida alcanza [UNK] también me hi",brazo
-0.038472794,-0.06842753,largueza. Lauro más inmortal de tu **cabeza** logra tu Fama que tu Monarquía :,larg-uez-a. Laur-o más inmortal de tu **cabeza** logra tu Fam-a que tu Mona-r-quía :,cabeza
-0.044916347,0.033027504,"quejarme ignoro [UNK] lloro hacia el **corazón** : sepa que lloro el dolor, pero no","queja-r-me ignor-o [UNK] llor-o hacia el **corazón** : sepa que llor-o el dolor, pero no",corazón
-0.034982745,-0.065134495,"dime, Fabio, pondrá tu engaño sobre tu **cabeza** ? Quien hace la traición naturaleza tema del tiempo el","dime, Fab-io, pondrá tu engaño sobre tu **cabeza** ? Quien hace la traición naturaleza tema del tiempo el",cabeza
-0.037163947,-0.060091987,"las aguas ? Su osadía. Hoy a tu **brazo** infiel, Hebreo esquivo, yace","las aguas ? Su os-adía. Hoy a tu **brazo** infiel, He-bre-o esqui-vo, ya-ce",brazo
-0.039208774,-0.06226216,"ya tu valor tu crédito merece. Huyó tu **brazo** tímida la fiera, y en el mismo","ya tu valor tu crédito merece. Hu-yó tu **brazo** tími-da la fi-era, y en el mismo",brazo
-0.042337395,0.04616696,"chá -, que el alma to y el **corazón** me do -. Así rendí, forzado estoy","ch-á -, que el alma to y el **corazón** me do -. Así ren-dí, forzado estoy",corazón
-0.03901931,-0.06186429,"en su desgracia, el propio infierno temió mi **brazo**, que domó su rabia. Mas vos,","en su desgracia, el propio infierno tem-ió mi **brazo**, que dom-ó su rabia. Mas vos,",brazo
-0.036652196,-0.056123976,naba narices en Castilla y siempre le quedaba el **brazo** sano. Quiso pasarse a Indias un verano,nab-a narices en Castilla y siempre le quedaba el **brazo** sano. Qui-so pasar-se a Indias un verano,brazo
-0.033063065,-0.03448074,"pie de la rencilla, tuerto de un **ojo**, manco de una mano. Vínose","pie de la ren-cilla, tu-erto de un **ojo**, man-co de una mano. Ví-nos-e",ojo
-0.04049926,-0.058511775,"la veleta aguda donde fuera mejor ancha, el **brazo** que su fuerza tanto ensancha, que llegó del","la vel-eta aguda donde fuera mejor ancha, el **brazo** que su fuerza tanto ensan-cha, que llegó del",brazo
-0.041638557,0.03599483,"éneme el agua de los ojos ciego, del **corazón** el fuego me maltrata, cualquiera de los dos","én-eme el agua de los ojos ciego, del **corazón** el fuego me maltra-ta, cualquiera de los dos",corazón
-0.038801905,-0.06228532,al mármol que lo encierra. El imperioso **brazo** y dueño airado el que Pegaso fue,al mármol que lo enci-erra. El imperio-so **brazo** y dueño a-ira-do el que Peg-aso fue,brazo
-0.03674166,-0.050775167,su largo aliento le seguía [UNK] ya el flaco **brazo** al suelo apenas clava. ¿ A qué verdad,su largo aliento le seguía [UNK] ya el fla-co **brazo** al suelo apenas cla-va. ¿ A qué verdad,brazo
-0.035110593,-0.07366873,"humilde el arrogante rostro humilla, humillando su **cabeza**. Señales mira en él del rayo ardiente,","humilde el arrogante rostro humill-a, humill-ando su **cabeza**. Señal-es mira en él del rayo ardiente,",cabeza
-0.04051536,-0.06362574,"no sólo nubes, mas al suelo, porque su **brazo** tema y imperio estime, olas, no rayos","no sólo nubes, mas al suelo, porque su **brazo** tema y imperio estim-e, olas, no rayos",brazo
-0.03981729,-0.06966719,". Soberbia, exenta altiva su **cabeza** era lengua de céfiro enojado [UNK] del verde",". So-ber-bia, exen-ta al-tiva su **cabeza** era lengua de cé-fi-ro enojado [UNK] del verde",cabeza
-0.036461744,-0.057113856,"atadura, ella tiembla temor y fuerza el **brazo**. Aquel valiente, aquel que de un abrazo puso","ata-dura, ella tiem-bla temor y fuerza el **brazo**. Aquel valiente, aquel que de un abrazo puso",brazo
-0.033099927,-0.05663295,"sosegado, dijo ( más que su fuerte **brazo**, fuerte ) : [UNK] Si tres veces de Dal","sos-eg-ado, dijo ( más que su fuerte **brazo**, fuerte ) : [UNK] Si tres veces de Dal",brazo
-0.040801037,-0.056459554,"ha sido ! De mis injurias y tu **brazo** escudo, viste, ¡ oh Fortuna !,","ha sido ! De mis in-ju-rias y tu **brazo** escudo, viste, ¡ oh Fort-una !,",brazo
-0.0446805,0.032400064,", viste, ¡ oh Fortuna !, el **corazón** deshecho, un consuelo : mis penas inmortales",", viste, ¡ oh Fort-una !, el **corazón** desh-echo, un consuelo : mis penas inmortal-es",corazón
-0.039629932,-0.054647587,"Deshicísteme, en fin : tu **brazo** pudo [UNK] y, en deshacerme, haces pueda","Des-hi-cí-stem-e, en fin : tu **brazo** pudo [UNK] y, en deshacer-me, haces pueda",brazo
-0.040205523,-0.05789587,"mi ser tirano ! ¿ cómo tu altivo **brazo** voy siguiendo ? Detenerte pensé, pasaste huyendo,","mi ser tiran-o ! ¿ cómo tu al-tivo **brazo** voy siguiendo ? Deten-erte pensé, pasaste huyendo,",brazo
-0.044882853,0.03339156,"me he visto transformado, en agua y fuego el **corazón** deshecho. El sentido a buscar parte derecho -","me he visto transformado, en agua y fuego el **corazón** desh-echo. El sentido a buscar parte derecho -",corazón
-0.04450511,0.03296868,"imposible os cargan celos ? Corales dan al **corazón** consuelos, y en mí corales son melan","imposible os carga-n celos ? Cora-les dan al **corazón** consuelo-s, y en mí coral-es son melan",corazón
-0.044990458,0.026097855,"estas serán las lágrimas primeras que en lo mejor del **corazón** nacidas pagadas se verán, como fingidas","estas serán las lágrimas primeras que en lo mejor del **corazón** nacida-s paga-das se verán, como fin-gidas",corazón
-0.03770993,-0.06315437,"antes llegó la muerte que la herida. Y al **brazo** que ni al orbe es resistencia, feroz rin","antes llegó la muerte que la herida. Y al **brazo** que ni al or-be es resistencia, feroz rin",brazo
-0.04084606,0.04219129,"? - Mortal oficio ¿ Y tú, mi **corazón** ? - Dolor sin calma. Pues puso apareja","? - Mor-tal oficio ¿ Y tú, mi **corazón** ? - Dolor sin calma. Pues puso apare-ja",corazón
-0.039088223,0.033464555,"- Pensar cual peno ojos, oídos, **corazón** y alma. - ¿ Qué haces, hombre ?","- Pens-ar cual pen-o ojos, oídos, **corazón** y alma. - ¿ Qué haces, hombre ?",corazón
-0.043629866,0.030274123,"vista, sabré de ti al instante, que un **corazón** amante es adivino. Y hasta llegar a tu","vista, sabré de ti al instante, que un **corazón** amante es adivin-o. Y hasta llegar a tu",corazón
-0.044031046,0.011359235,ente. Aquella ajena sangre corrompida que al **corazón** por mismos ojos vino cuajada en torno de él,ente. Aquella ajena sangre corro-mpi-da que al **corazón** por mismos ojos vino cua-jada en torno de él,corazón
-0.04343379,0.021695856,"es el Bautista grande a quien rendido está mi **corazón** y aficionado. ¡ O, quien tuviera lengua muy","es el Bautista grande a quien ren-dido está mi **corazón** y aficionado. ¡ O, quien tuviera lengua muy",corazón
-0.035479713,-0.07348473,"gran vuelo secretos muy secretos penetraste, y tu **cabeza** santa reclinaste en Cristo, en quien se inclin","gran vuelo secretos muy secretos penetr-aste, y tu **cabeza** santa recl-inaste en Cristo, en quien se inclin",cabeza
-0.04458674,0.029102853,"primo hermano del Cordero, tú, quien mi **corazón** tiene cautivo, tú, quien más que mi","primo hermano del Cor-dero, tú, quien mi **corazón** tiene cautiv-o, tú, quien más que mi",corazón
-0.04479214,0.037460275,"es. Venid mostrando ya vuestros primores al triste **corazón** que os ama y llama, pues por vos el","es. Venid mostrando ya vuestros primor-es al triste **corazón** que os ama y llama, pues por vos el",corazón
-0.04207082,0.020013275,"negro por la frente, tiene en la mano un **corazón** deshecho de un bermejo cabrón, y","negro por la frente, tiene en la mano un **corazón** desh-echo de un ber-me-jo cabrón, y",corazón
-0.04376185,0.019496273,"bas de una fuente. [UNK] ¡ Cual tengo el **corazón** en esta mano de este viejo cabrón, así yo","bas de una fuente. [UNK] ¡ Cual tengo el **corazón** en esta mano de este viejo cabrón, así yo",corazón
