x,y,title,tokens,word,poem_title,author,period,link
-0.08465285,-0.026244227,"the sail, well pleas'd to leave so **cruel** sea behind; and of that second region will i","the sail , well pleas ' d to leave so **cruel** sea behind ; and of that second region will i",cruel,The Divine Comedy by Dante: The Vision Of Purgatory: Canto I,Dante Alighieri,12th-15th Centuries (Middle English),http://public-domain-poetry.com/dante-alighieri/divine-comedy-by-dante-the-vision-of-purgatory-canto-i-14185
-0.08501601,-0.05619037,"saw, who fell by ghino's **cruel** arm; and him beside, who in his chase","saw , who fell by g ##hin ##o ' s **cruel** arm ; and him beside , who in his chase",cruel,The Divine Comedy by Dante: The Vision Of Purgatory: Canto VI,Dante Alighieri,12th-15th Centuries (Middle English),http://public-domain-poetry.com/dante-alighieri/divine-comedy-by-dante-the-vision-of-purgatory-canto-vi-14190
-0.084733374,-0.040956344,"round, we came, where woes beneath more **cruel** yet were stow'd: and here to","round , we came , where wo ##es beneath more **cruel** yet were st ##ow ' d : and here to",cruel,"The Divine Comedy by Dante: The Vision of Hell, Or The Inferno: Canto XI",Dante Alighieri,12th-15th Centuries (Middle English),http://public-domain-poetry.com/dante-alighieri/divine-comedy-by-dante-the-vision-of-hell-or-the-inferno-canto-xi-14128
-0.08843459,-0.06511563,power of mine: such was mine evil star and **cruel** fate. but i shall ever sing her charms divine,power of mine : such was mine evil star and **cruel** fate . but i shall ever sing her charms divine,cruel,Sonnet CLXXXI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-clxxxi-28610
-0.08741911,-0.06964176,"hate life and inly pray for death! o **cruel**, grim, inexorable death! how","hate life and in ##ly pray for death ! o **cruel** , grim , in ##ex ##ora ##ble death ! how",cruel,To Laura In Death. Sestina I,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/to-laura-in-death-sestina-i-28725
-0.088990256,-0.047678027,"tomb your name have fix'd fast, as **cruel** cause, that did the spirit soon haste from the","tomb your name have fix ' d fast , as **cruel** cause , that did the spirit soon haste from the",cruel,Sonnet LXI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-lxi-28475
-0.0843333,-0.039030638,"seeming pearls of orient hue, to my wounds only **cruel**, fingers fine! love, who towards me kindness","seeming pearls of orient hue , to my wounds only **cruel** , fingers fine ! love , who towards me kindness",cruel,Sonnet CLXVI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-clxvi-28592
-0.084510215,-0.052163236,"ye fine and fairy fingers! to my wounds alone **cruel** and cold, does love awhile incline in my behalf","ye fine and fairy fingers ! to my wounds alone **cruel** and cold , does love awhile incline in my behalf",cruel,Sonnet CLXVI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-clxvi-28592
-0.08618411,-0.049808353,"death i call. thus twenty years of long and **cruel** smart, in tears and sighs i 've pass","death i call . thus twenty years of long and **cruel** smart , in tears and sighs i ' ve pass",cruel,Sonnet CLXXVII,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-clxxvii-28605
-0.086148895,-0.042609613,"me deep in care, and darken'd **cruel**ly my day, that shone with hope's","me deep in care , and dark ##en ' d **cruel** ##ly my day , that shone with hope ' s",cruel,To Laura In Death. Ballata I,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/to-laura-in-death-ballata-i-28717
-0.08564182,-0.061271362,and pity which alike were sworn. what shade so **cruel** as to blight the seed whence the wish,and pity which alike were sworn . what shade so **cruel** as to b ##light the seed when ##ce the wish,cruel,Sonnet XLIII,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-xliii-28449
-0.0850412,-0.07769574,"world unevene, and cleped is the **cruel** ire, whos herte is everem","world uneven ##e , and cl ##ep ##ed is the **cruel** ir ##e , who ##s her ##te is ever ##em",cruel,"Confessio Amantis - Tales Of The Seven Deadly Sins, 1330-1408 A.D. - Incipit Liber Tercius",John Gower,12th-15th Centuries (Middle English),http://public-domain-poetry.com/john-gower/confessio-amantis-tales-of-the-seven-deadly-sins-1330-1408-ad-incipit-liber-tercius-16989
-0.08844408,-0.04987828,"my heart prepares, love not a whit my **cruel** prison breaks, and still my cheek grief's","my heart prepares , love not a w ##hit my **cruel** prison breaks , and still my cheek grief ' s",cruel,Sonnet LXXX,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-lxxx-28494
-0.08612236,-0.056541145,"ense can scan, love holds me still beneath its **cruel** ban, and still my eyes their usual tribute pay","##ense can scan , love holds me still beneath its **cruel** ban , and still my eyes their usual tribute pay",cruel,Sonnet LXXX,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-lxxx-28494
-0.08523309,-0.028858485,", mildly if she smile or hardly smite, **cruel** and cold her acts, or meek and kind,",", mildly if she smile or hardly sm ##ite , **cruel** and cold her acts , or meek and kind ,",cruel,Sonnet CXCIII,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-cxciii-28622
-0.08689857,-0.052466236,"be kind, why does it fatal prove? if **cruel**, why so pleasing is the pain? if '","be kind , why does it fatal prove ? if **cruel** , why so pleasing is the pain ? if '",cruel,Sonnet CII,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-cii-28525
-0.0864541,-0.06262482,"then am nothing, have no business here! o **cruel** absence! why not let me see the worst?","then am nothing , have no business here ! o **cruel** absence ! why not let me see the worst ?",cruel,Sonnet CCXVI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-ccxvi-28647
-0.08520156,-0.06350126,", its brief repose are ended all. o **cruel** absence! why didst thou remove me from the",", its brief rep ##ose are ended all . o **cruel** absence ! why did ##st thou remove me from the",cruel,Sonnet CCXVI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-ccxvi-28647
-0.08368603,-0.05200948,eds a fiery chariot drew; there sat the **cruel** boy; a threatening yew his right hand bore,##ed ##s a fiery chariot drew ; there sat the **cruel** boy ; a threatening ye ##w his right hand bore,cruel,The Triumph Of Love,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/triumph-of-love-28760
-0.085090175,-0.07031851,"canst not have heard, that is, how **cruel** was the murder, shalt thou hear, and","cans ##t not have heard , that is , how **cruel** was the murder , sha ##lt thou hear , and",cruel,"The Divine Comedy by Dante: The Vision of Hell, Or The Inferno: Canto XXXIII",Dante Alighieri,12th-15th Centuries (Middle English),http://public-domain-poetry.com/dante-alighieri/divine-comedy-by-dante-the-vision-of-hell-or-the-inferno-canto-xxxiii-14150
-0.08371325,-0.046749312,"with me ) weep and ask for bread. right **cruel** art thou, if no pang thou feel at thinking","with me ) weep and ask for bread . right **cruel** art thou , if no pang thou feel at thinking",cruel,"The Divine Comedy by Dante: The Vision of Hell, Or The Inferno: Canto XXXIII",Dante Alighieri,12th-15th Centuries (Middle English),http://public-domain-poetry.com/dante-alighieri/divine-comedy-by-dante-the-vision-of-hell-or-the-inferno-canto-xxxiii-14150
-0.088906765,-0.040993832,"worse sorrow, flies, veiling her eyes so **cruel**, yet so blest; thus mine af","worse sorrow , flies , veil ##ing her eyes so **cruel** , yet so b ##les ##t ; thus mine af",cruel,Sonnet CCXVIII,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-ccxviii-28649
-0.07849574,0.0965218,"beauty's train, like to some rose midst **mean**er flowers; nor joy nor grief she shows;","beauty ' s train , like to some rose midst **mean** ##er flowers ; nor joy nor grief she shows ;",mean,Sonnet CCXI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-ccxi-28642
-0.08558758,-0.054672774,"behind, who with his sword hacks us thus **cruel**ly, slivering again each of this re","behind , who with his sword hack ##s us thus **cruel** ##ly , sl ##iver ##ing again each of this re",cruel,"The Divine Comedy by Dante: The Vision of Hell, Or The Inferno: Canto XXVIII",Dante Alighieri,12th-15th Centuries (Middle English),http://public-domain-poetry.com/dante-alighieri/divine-comedy-by-dante-the-vision-of-hell-or-the-inferno-canto-xxviii-14145
-0.08219019,0.07910084,"the blow must heal the smart; those eyes from **mean**er love have kept my heart, content one single","the blow must heal the smart ; those eyes from **mean** ##er love have kept my heart , content one single",mean,Sonnet LV,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-lv-28468
-0.0883512,-0.052917205,"thee now from those fair hands uprears, **cruel** and cold to me alone reveal'd. but","thee now from those fair hands up ##rea ##rs , **cruel** and cold to me alone reveal ' d . but",cruel,Sonnet CXCVIII,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-cxcviii-28627
-0.0845992,-0.058559116,"earth where first my young feet play'd; **cruel** the lady who, with eyes of scorn and","earth where first my young feet play ' d ; **cruel** the lady who , with eyes of sc ##orn and",cruel,Sonnet CXLI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-cxli-28567
-0.0888017,-0.07289407,"so to the ground down dropp'd the **cruel** fiend. thus we, descending to the fourth","so to the ground down drop ##p ' d the **cruel** fi ##end . thus we , descending to the fourth",cruel,"The Divine Comedy by Dante: The Vision of Hell, Or The Inferno: Canto VII",Dante Alighieri,12th-15th Centuries (Middle English),http://public-domain-poetry.com/dante-alighieri/divine-comedy-by-dante-the-vision-of-hell-or-the-inferno-canto-vii-14124
-0.07732782,0.077229306,"reverential step, caught him, where of **mean** estate might clasp his lord. ""glory of la","rev ##ere ##ntial step , caught him , where of **mean** estate might clasp his lord . "" glory of la",mean,The Divine Comedy by Dante: The Vision Of Purgatory: Canto VII,Dante Alighieri,12th-15th Centuries (Middle English),http://public-domain-poetry.com/dante-alighieri/divine-comedy-by-dante-the-vision-of-purgatory-canto-vii-14191
-0.08603728,-0.052590586,"malicious mien nor plate, nor mail, his **cruel** shaft can ward, nor polish'd burgan","malicious mi ##en nor plate , nor mail , his **cruel** shaft can ward , nor polish ' d bu ##rgan",cruel,The Same. (The Triumph Of Love.),Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/same-the-triumph-of-love-28761
-0.08505268,-0.06826458,", without a thought, to sleep. ah, **cruel** love!--then dost thou bid me",", without a thought , to sleep . ah , **cruel** love ! - - then dos ##t thou bid me",cruel,Canzone V,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/canzone-v-28443
-0.0882422,-0.07401151,"life, and enterprise more fair, so that my **cruel** foe, in vain his snare set for my","life , and enterprise more fair , so that my **cruel** foe , in vain his s ##nare set for my",cruel,Sonnet XLVIII,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-xlviii-28455
-0.08563287,-0.06128716,flame; now harsh--then gentle; **cruel**--kind again; now all reserve--,##fl ##ame ; now harsh - - then gentle ; **cruel** - - kind again ; now all reserve - -,cruel,Sonnet LXXXIX,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-lxxxix-28505
-0.08627394,-0.033189546,"her, who, that my sweets may sour and **cruel** be, dissembleth, careth not","her , who , that my sweets may sour and **cruel** be , di ##sse ##mble ##th , care ##th not",cruel,Sonnet CLXXV,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-clxxv-28603
-0.05802987,0.16673604,"but here a man had need to fly, i **mean** with the swift wing and plumes of high desire","but here a man had need to fly , i **mean** with the swift wing and plume ##s of high desire",mean,The Divine Comedy by Dante: The Vision Of Purgatory: Canto IV,Dante Alighieri,12th-15th Centuries (Middle English),http://public-domain-poetry.com/dante-alighieri/divine-comedy-by-dante-the-vision-of-purgatory-canto-iv-14188
-0.08765704,-0.06790477,"id's might, i took example from their **cruel** fate, and by their sufferings eased my own","##id ' s might , i took example from their **cruel** fate , and by their suffering ##s eased my own",cruel,The Triumph Of Chastity,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/triumph-of-chastity-28762
-0.08581375,-0.07601005,once-burning eyes. i 've served a **cruel** and ungrateful lord: while lived my beau,once - burning eyes . i ' ve served a **cruel** and un ##grate ##ful lord : while lived my beau,cruel,To Laura In Death. Sonnet LII,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/to-laura-in-death-sonnet-lii-28713
-0.08738566,-0.07135812,"safe a port, so sweet a grave. the **cruel** fair, for whom i burn, may one day","safe a port , so sweet a grave . the **cruel** fair , for whom i burn , may one day",cruel,Canzone XIV,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/canzone-xiv-28519
-0.086859204,-0.06254686,"t thou shown the utmost of thy might, o **cruel** death! love's kingdom hast thou rent","##t thou shown the utmost of thy might , o **cruel** death ! love ' s kingdom has ##t thou rent",cruel,To Laura In Death. Sonnet LV,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/to-laura-in-death-sonnet-lv-28719
-0.08883072,-0.040361777,"alone that shows disloyal still, what **cruel** guides of late in thee find shelter, now the","alone that shows di ##sl ##oya ##l still , what **cruel** guides of late in thee find shelter , now the",cruel,To Laura In Death. Sonnet VI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/to-laura-in-death-sonnet-vi-28667
-0.08907529,-0.061639424,"faith which could no more offend; ah, **cruel** death! how quick wert thou to rend","faith which could no more off ##end ; ah , **cruel** death ! how quick we ##rt thou to ren ##d",cruel,To Laura In Death. Sonnet XLIX,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/to-laura-in-death-sonnet-xlix-28710
-0.08309289,-0.03788224,"trionf 'nel volto. when **cruel** death his paly ensign spread over that face,","trio ##n ##f ' ne ##l vol ##to . when **cruel** death his pal ##y ensign spread over that face ,",cruel,The Triumph Of Fame. ,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/triumph-of-fame-28765
-0.08422003,-0.041684348,"no more is seen. then mars and saturn, **cruel** stars, resume their hostile rage: orion arm '","no more is seen . then mars and saturn , **cruel** stars , resume their hostile rage : orion arm '",cruel,Sonnet XXXIII,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-xxxiii-28434
-0.08758056,-0.07330862,"seeing now how sorrow sorrow breeds, all that my **cruel** foes against me plot, for my worse pain","seeing now how sorrow sorrow breeds , all that my **cruel** foe ##s against me plot , for my worse pain",cruel,Sonnet LXVI,Francesco Petrarca (Petrarch),12th-15th Centuries (Middle English),http://public-domain-poetry.com/francesco-petrarca/sonnet-lxvi-28480
-0.0857496,-0.048401617,"art, as those whose beauties proudly make them **cruel**; for well thou know'st to my dear","art , as those whose beau ##ties proudly make them **cruel** ; for well thou know ' st to my dear",cruel,"The Sonnets CXXXI - Thou art as tyrannous, so as thou art",William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-cxxxi-thou-art-as-tyrannous-so-as-thou-art-8283
-0.062158346,0.14957589,"e tell, that falling tear, what does it **mean**? she sigh'd, she smiled; and","##e tell , that falling tear , what does it **mean** ? she sigh ' d , she smiled ; and",mean,The Garland,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/garland-2958
-0.07240626,0.091133304,"that, while mankind through fate's perverse **mean**der errs, he can imagined pleasures find to","that , while mankind through fate ' s per ##verse **mean** ##der er ##rs , he can imagined pleasures find to",mean,"To The Honourable Charles Montague, Esq",Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/to-the-honourable-charles-montague-esq-2933
-0.08760417,-0.056983847,"eye, nor heart? may he not feel the **cruel** dart, which, soon or late, all mortals","eye , nor heart ? may he not feel the **cruel** dart , which , soon or late , all mortals",cruel,The English Padlock,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/english-padlock-2921
-0.08118214,-0.0229476,"i die! the goddess cry'd: o **cruel**, could'st thou find none other, to","i die ! the goddess cry ' d : o **cruel** , could ' st thou find none other , to",cruel,Cupid Mistaken,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/cupid-mistaken-2997
-0.08507797,-0.05170284,"get a hope of my desired bit? ah, **cruel** maids! i 'll go my way, whereas","get a hope of my desired bit ? ah , **cruel** maids ! i ' ll go my way , whereas",cruel,The Beggar,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/beggar-19241
-0.07032582,0.12597865,"finely in, making thy selfe like those thou **mean**'st to winne: greatnesse to","finely in , making thy self ##e like those thou **mean** ' st to win ##ne : great ##ness ##e to",mean,Among the Panegyrical Verses before Coryat's Crudities (1611),Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/among-the-panegyrical-verses-before-coryats-crudities-1611-14596
-0.07297069,0.10469717,"spur jingles now, and swears by no **mean** oaths, he's double honour'd","spur jingle ##s now , and swear ##s by no **mean** oath ##s , he ' s double honour ' d",mean,Upon Spur,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/upon-spur-19479
-0.082780235,0.050821207,"nice, and from their fair inviter's **mean**ly shrink, 'twould please the ghost of","nice , and from their fair invite ##r ' s **mean** ##ly shrink , ' two ##uld please the ghost of",mean,The Disabled Debauchee,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/disabled-debauchee-2834
-0.078008704,-0.010144415,"cure, do you beware of those girls which **cruel** are. muses, i oft inuo","cure , do you be ##ware of those girls which **cruel** are . muse ##s , i of ##t in ##uo",cruel,His Misery In A Mistress,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/his-misery-in-a-mistress-18707
-0.06664632,0.123571664,"might be best displaid. but now i **mean**e no more your helpe to try, nor","might be best di ##sp ##laid . but now i **mean** ##e no more your help ##e to try , nor",mean,Astrophel and Stella - Sonnet LV,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-lv-31886
-0.0784384,0.089581676,"might; those lips, which make deaths pay a **mean**e price for a kisse; that skin,","might ; those lips , which make deaths pay a **mean** ##e price for a kiss ##e ; that skin ,",mean,Astrophel and Stella - Sonnet LXXVII,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-lxxvii-31908
-0.070222445,0.108728245,"ne: that both to thee, to whom i **mean**e it most, and eke to her whose","##ne : that both to thee , to whom i **mean** ##e it most , and ek ##e to her whose",mean,An Hymne In Honour Of Beautie,Edmund Spenser,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/edmund-spenser/an-hymne-in-honour-of-beautie-32242
-0.08629567,-0.050419524,"earth, to rest: but when thou art disposed **cruel**ly, theyr sleepe thou doost mole","earth , to rest : but when thou art disposed **cruel** ##ly , they ##r sleep ##e thou doo ##st mole",cruel,Epigrams,Edmund Spenser,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/edmund-spenser/epigrams-32245
-0.08155146,-0.06172058,", secretly. ] nathelesse, the **cruel**l boy, not so content, would needs the",", secretly . ] nat ##hel ##ess ##e , the **cruel** ##l boy , not so content , would needs the",cruel,Epigrams,Edmund Spenser,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/edmund-spenser/epigrams-32245
-0.083871655,-0.034475327,"n; the muses nice, the furies **cruel**l be, i lyke not limbo","##n ; the muse ##s nice , the fur ##ies **cruel** ##l be , i l ##yk ##e not limb ##o",cruel,Amour 18,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/amour-18-14455
-0.07242558,0.071595825,"will you do? what, will you keep a **mean** then betwixt either? or will you love","will you do ? what , will you keep a **mean** then bet ##wi ##xt either ? or will you love",mean,Sonnets: Idea XIX To Humour,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnets-idea-xix-to-humour-14392
-0.078905866,-0.01698357,"by those of whom i hoped for aid, to **cruel** love my soul was first betrayed. god hath","by those of whom i hoped for aid , to **cruel** love my soul was first betrayed . god hat ##h",cruel,Sonnets: Idea XXIX To The Senses,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnets-idea-xxix-to-the-senses-14402
-0.06654214,0.1476587,"and what, said she, does this bold painter **mean**? when was i bathing thus, and naked seen","and what , said she , does this bold painter **mean** ? when was i bathing thus , and naked seen",mean,Venus Mistaken,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/venus-mistaken-2994
-0.06500276,0.15171048,to leave off your modesty: i suppose you **mean** that little which is left you; for it was,to leave off your modest ##y : i suppose you **mean** that little which is left you ; for it was,mean,The Medal.[1],John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/medal-14612
