x,y,title,tokens,word,poem_title,author,period,link
-0.020884298,0.023267647,"r than pentheus '3 tho 'his **eye** might roll, or idiot apathy benumb his","##r than pen ##the ##us ' 3 tho ' his eye might roll , or idiot ap ##athy ben ##umb his",eye,To Leonora (2),John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/to-leonora-2-8396
-0.016650861,0.015867753,"ranny, against him did declare. and, **arm**'d with truth, impeach'd","##ran ##ny , against him did declare . and , arm ' d with truth , imp ##ea ##ch ' d",arm,The Viceroy. A Ballad,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/viceroy-a-ballad-2964
-0.021841563,-0.019217275,"undiscerned eyes behold your picture in my **heart**. we read how faunus, he the","und ##is ##cer ##ned eyes behold your picture in my heart . we read how fa ##un ##us , he the",heart,,,,
-0.018254614,0.02916412,", teeth, hair, and eyes; false in **head**, and false enough; only true in shred",", teeth , hair , and eyes ; false in head , and false enough ; only true in sh ##red",head,Upon Some Women,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/upon-some-women-18725
-0.019173512,0.024376038,"was found: philip on this great conquest had an **eye**, but death did terminate those thoughts so high.","was found : philip on this great conquest had an eye , but death did terminate those thoughts so high .",eye,"The Third Monarchy, Being The Grecian, Beginning Under Alexander The Great In The 112. Olympiad",Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/third-monarchy-being-the-grecian-beginning-under-alexander-the-great-in-the-112-olympiad-9465
-0.022360148,-0.015077915,"little macedon ) restless both day and night his **heart** then was, his high resolves which way to","little mace ##don ) restless both day and night his heart then was , his high resolve ##s which way to",heart,"The Third Monarchy, Being The Grecian, Beginning Under Alexander The Great In The 112. Olympiad",Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/third-monarchy-being-the-grecian-beginning-under-alexander-the-great-in-the-112-olympiad-9465
-0.022322651,-0.014174411,"goes; and with a bount 'ous **heart** and courage brave, his little wealth among his soul","goes ; and with a bo ##unt ' ou ##s heart and courage brave , his little wealth among his soul",heart,"The Third Monarchy, Being The Grecian, Beginning Under Alexander The Great In The 112. Olympiad",Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/third-monarchy-being-the-grecian-beginning-under-alexander-the-great-in-the-112-olympiad-9465
-0.018279415,0.029653244,"on goddess view'd the warlike maid from **head** to foot, and tauntingly she said; yield","##on goddess view ' d the war ##like maid from head to foot , and taunting ##ly she said ; yield",head,Pallas And Venus. An Epigram,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/pallas-and-venus-an-epigram-2910
-0.023140788,-0.01610054,"liberty commits, when i am sometime absent from thy **heart**, thy beauty, and thy years full well be","liberty commits , when i am sometime absent from thy heart , thy beauty , and thy years full well be",heart,The Sonnets XLI - Those pretty wrongs that liberty commits,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-xli-those-pretty-wrongs-that-liberty-commits-8193
-0.022883505,-0.015590786,"breathing all blisse, and sweetning to the **heart**, teaching dumbe lips a nobler exercise;","breathing all bliss ##e , and sweet ##ning to the heart , teaching dumb ##e lips a noble ##r exercise ;",heart,Astrophel and Stella - Sonnet LXXXI,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-lxxxi-31912
-0.022198768,-0.022139877,"her fame on higher-seated praise. but my **heart** burnes; i cannot silent be. then,","her fame on higher - seated praise . but my heart burn ##es ; i cannot silent be . then ,",heart,Astrophel and Stella - Sonnet LXXXI,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-lxxxi-31912
-0.019841274,0.019808087,"armed throng; and kings sat still with awful **eye**, as if they surely knew their sov '","armed th ##rong ; and kings sat still with awful eye , as if they surely knew their so ##v '",eye,The Hymn,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/hymn-8433
-0.019121718,0.027930755,"withheld his wonted speed, and hid his **head** for shame, as his inferior flame the new-","with ##held his won ##ted speed , and hid his head for shame , as his inferior flame the new -",head,The Hymn,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/hymn-8433
-0.018575877,0.024517726,". i. 19. alas slain is the **head** of israel, illustrious saul whose beauty did excell",". i . 19 . ala ##s slain is the head of israel , illustrious saul whose beauty did excel ##l",head,Davids Lamentation For Saul And Jonathan,Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/davids-lamentation-for-saul-and-jonathan-9470
-0.020178,0.026362948,"so sore a foyle, as if his **head** ne 're felt the sacred oyl. sometimes","so sore a f ##oy ##le , as if his head ne ' re felt the sacred o ##yl . sometimes",head,Davids Lamentation For Saul And Jonathan,Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/davids-lamentation-for-saul-and-jonathan-9470
-0.017782036,0.032179993,"rn away, to live a second life on second **head**; ere beauty's dead fleece made","##rn away , to live a second life on second head ; er ##e beauty ' s dead flee ##ce made",head,The Sonnets LXVIII - Thus is his cheek the map of days outworn,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-lxviii-thus-is-his-cheek-the-map-of-days-outworn-8220
-0.022702288,-0.016591847,"errour guides, meanewhile my **heart** confers with stellas beames, and is","er ##rou ##r guides , mean ##ew ##hil ##e my heart con ##fers with stella ##s beam ##es , and is",heart,Astrophel and Stella - Sonnet LI,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-li-31882
-0.019895492,0.023625128,", her dearest deer, might answer ear or **eye**; so doth my anxious soul, which now",", her dear ##est deer , might answer ear or eye ; so dot ##h my anxious soul , which now",eye,Another,Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/another-9442
-0.022750132,-0.015659735,"h miss a dearer dear ( far dearer **heart** ) than this. still wait with doubts, and","##h miss a dear ##er dear ( far dear ##er heart ) than this . still wait with doubts , and",heart,Another,Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/another-9442
-0.02138071,0.012158288,"still wait with doubts, and hopes, and failing **eye**, his voice to hear or person to descr","still wait with doubts , and hopes , and failing eye , his voice to hear or person to des ##cr",eye,Another,Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/another-9442
-0.019221338,0.027854694,"of thoughts to watch, and ward at th '**eye** and eare ( the ports unto the minde","of thoughts to watch , and ward at th ' eye and ear ##e ( the ports unto the mind ##e",eye,Epode,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/epode-2521
-0.02244207,-0.0111104855,"or unkinde object arrive there, but the **heart** ( our spie ) give knowledge instantly, to","or un ##kind ##e object arrive there , but the heart ( our sp ##ie ) give knowledge instantly , to",heart,Epode,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/epode-2521
-0.022651482,-0.012234711,"sentinell ( that should ring larum to the **heart** ) doth sleepe, or some great thought","sentinel ##l ( that should ring la ##rum to the heart ) dot ##h sleep ##e , or some great thought",heart,Epode,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/epode-2521
-0.016652357,0.020770058,"they here call love, is blinde desire, **arm**'d with bow, shafts, and fire;","they here call love , is blind ##e desire , arm ' d with bow , shafts , and fire ;",arm,Epode,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/epode-2521
-0.017380308,0.03241576,"this morn, when phoebus raised his **head** from thetis 'lap, i raised myself from","this mor ##n , when ph ##oe ##bus raised his head from the ##tis ' lap , i raised myself from",head,Tunbridge Wells,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/tunbridge-wells-2848
-0.017367192,0.028898703,"to undertake the dose that was prescribed; but turning **head**, a sudden curs'd view that innocent","to undertake the dose that was prescribed ; but turning head , a sudden cu ##rs ' d view that innocent",head,Tunbridge Wells,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/tunbridge-wells-2848
-0.019575333,0.023801405,"grief oppress'd, reclined his dying **head** upon her breast. the mournful family stood","grief op ##press ' d , rec ##lined his dying head upon her breast . the mo ##urn ##ful family stood",head,On The Death Of Amyntas,John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/on-the-death-of-amyntas-14639
-0.01845172,0.030369665,"fer thin! thy pearly teeth out of thy **head** so clean, that when thou feed'st thy","##fer thin ! thy pearl ##y teeth out of thy head so clean , that when thou feed ' st thy",head,Sonnets: Idea VIII,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnets-idea-viii-14381
-0.014952003,0.026636876,paules churchyard at the signe of the bishops **head**. 1590 * [ * this date seems to,paul ##es churchyard at the sign ##e of the bishops head . 159 ##0 * [ * this date seems to,head,Muiopotmos: Or The Fate Of The Butterflie,Edmund Spenser,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/edmund-spenser/muiopotmos-or-the-fate-of-the-butterflie-32233
-0.022597093,-0.018304855,"set or clogs upon each other's **heart**; but, as for pleasure first we met,","set or cl ##og ##s upon each other ' s heart ; but , as for pleasure first we met ,",heart,Songs Set To Music: 6. Set By Mr. Smith,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/songs-set-to-music-6-set-by-mr-smith-3034
-0.022566352,-0.016782654,ss? i am sure my sighs come from a **heart** as true as any man's that memory can,##ss ? i am sure my sighs come from a heart as true as any man ' s that memory can,heart,Sonnets: Idea XXVII,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnets-idea-xxvii-14400
-0.02036782,0.025501767,"of hand, of foot, of lip, of **eye**, of brow, i see their antique pen would","of hand , of foot , of lip , of eye , of brow , i see their antique pen would",eye,The Sonnets CVI - When in the chronicle of wasted time,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-cvi-when-in-the-chronicle-of-wasted-time-8258
-0.018807627,0.029731989,"malady prevail: the court, its **head**, the poets but the tail. the sin was","mala ##dy pre ##va ##il : the court , its head , the poets but the tail . the sin was",head,"Epilogue To ""The Pilgrim.""",John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/epilogue-to-the-pilgrim-14720
-0.023028888,-0.01875263,what care i how fair she be. should my **heart** be grieved or pined 'cause i,what care i how fair she be . should my heart be gr ##ie ##ved or pine ##d ' cause i,heart,Song,George Wither,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/george-wither/song-36452
-0.022515317,-0.019481536,pangs and strong will pierce more neer his **heart**. i 'll hope no more for things that,pang ##s and strong will pierce more nee ##r his heart . i ' ll hope no more for things that,heart,,,,
-0.022796605,-0.011065824,"sorrowing. sick is the land to th '**heart**, and doth endure more dangerous faintings by","sorrow ##ing . sick is the land to th ' heart , and dot ##h endure more dangerous faint ##ings by",heart,The Bad Season Makes The Poet Sad,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/bad-season-makes-the-poet-sad-2298
-0.019473862,0.025640637,"drown'd in tyrian dews, and **head** with roses crown'd. and once more yet","drown ' d in ty ##rian dew ##s , and head with roses crown ' d . and once more yet",head,The Bad Season Makes The Poet Sad,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/bad-season-makes-the-poet-sad-2298
-0.019064624,0.028352972,) knock at a star with my exalted **head**. doubt there hath beene when with his,) knock at a star with my ex ##al ##ted head . doubt there hat ##h been ##e when with his,head,Astrophel and Stella - Sonnet LVIII,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-lviii-31889
-0.019929769,0.028266795,"him; and who with green turfs rear his **head**, and who do rudely move him. he","him ; and who with green turf ##s rear his head , and who do rude ##ly move him . he",head,The Mad Maid's Song,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/mad-maids-song-2324
-0.019098172,0.03129513,"dismiss thy fears, and turn thy beauteous **head**; with kind regard a panting lover view; less","dismiss thy fears , and turn thy beau ##te ##ous head ; with kind regard a panting lover view ; less",head,Daphne to Apollo. Imitated From The First Book Of Ovid's Metamorphosis,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/daphne-to-apollo-imitated-from-the-first-book-of-ovids-metamorphosis-3000
-0.021606809,-0.01354429,: shoot there at beasts; but for the human **heart** your cousin cupid has the only dart. apollo,: shoot there at beasts ; but for the human heart your cousin cup ##id has the only dart . apollo,heart,Daphne to Apollo. Imitated From The First Book Of Ovid's Metamorphosis,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/daphne-to-apollo-imitated-from-the-first-book-of-ovids-metamorphosis-3000
-0.020705856,0.022784801,", sweet dispaire, awhile hold vp thy **head**, or all my hope for sorrow will be dead",", sweet di ##sp ##aire , awhile hold vp thy head , or all my hope for sorrow will be dead",head,Amour 37,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/amour-37-14474
-0.01971756,0.02717235,"there's a snare. cheek, and **eye**, and lip, and chin-these are traps","there ' s a s ##nare . cheek , and eye , and lip , and chin - these are traps",eye,Dissuasions From Idleness,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/dissuasions-from-idleness-18695
-0.022965828,-0.016537638,"extremes; who fires with hope the lover's **heart**, and starves with cold the self-same","extremes ; who fires with hope the lover ' s heart , and star ##ves with cold the self - same",heart,Upon Himself,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/upon-himself-19169
