x,y,title,tokens,word,poem_title,author,period,link
-0.03345354,-0.040171698,his self-love to stop posterity? thou **art** thy mother's glass and she in thee calls,his self - love to stop poster ##ity ? thou art thy mother ' s glass and she in thee calls,art,The Sonnets III - Look in thy glass and tell the face thou viewest,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-iii-look-in-thy-glass-and-tell-the-face-thou-viewest-8155
-0.03173679,-0.0441587,", then, with a wonder, i confess thou **art** our way i 'th 'wilderness; and while",", then , with a wonder , i confess thou art our way i ' th ' wilderness ; and while",art,The Way,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/way-19720
-0.030921327,-0.044024345,"and while we blunder in the dark, thou **art** our candle there, or spark. no question but","and while we blu ##nder in the dark , thou art our candle there , or spark . no question but",art,The Way,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/way-19720
-0.033035938,-0.042655416,"attending thee. this day the queen-priest thou **art** made, t 'appease love for our very","attending thee . this day the queen - priest thou art made , t ' app ##ease love for our very",art,"To Julia, The Flaminica Dialis Or Queen-Priest",Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-julia-the-flaminica-dialis-or-queen-priest-18924
-0.033883486,-0.03782075,"'tis his fort of friends. farewell! thou **art** too dear for my possessing, and like enough thou","' tis his fort of friends . farewell ! thou art too dear for my possessing , and like enough thou",art,The Sonnets LXXXVII - Farewell! thou art too dear for my possessing,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-lxxxvii-farewell-thou-art-too-dear-for-my-possessing-8239
-0.03136437,-0.019560816,"offence, by surgeons begg'd, their **art** on him to trie: which on the liu","offence , by surgeons beg ##g ' d , their art on him to tri ##e : which on the liu",art,Sonnet 50,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnet-50-14529
-0.03405007,-0.018111158,base degree? it belongs to such alone to whom **art** of love is known: seely shepherds are,base degree ? it belongs to such alone to whom art of love is known : see ##ly shepherd ##s are,art,Dispraise Of A Courtly Life,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/dispraise-of-a-courtly-life-31808
-0.03339354,-0.018621102,"seely shepherds are not witting what in **art** of love is fitting. ""nay, what need","see ##ly shepherd ##s are not wit ##ting what in art of love is fitting . "" nay , what need",art,Dispraise Of A Courtly Life,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/dispraise-of-a-courtly-life-31808
-0.032520212,-0.022617493,"love is fitting. ""nay, what need the **art** to those to whom we our love disclose? it","love is fitting . "" nay , what need the art to those to whom we our love disclose ? it",art,Dispraise Of A Courtly Life,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/dispraise-of-a-courtly-life-31808
-0.03454187,0.031792782,": friendship true, in heart assured, is by **nature**'s gifts procured. ""therefore shepherds",": friendship true , in heart assured , is by nature ' s gifts pro ##cured . "" therefore shepherd ##s",nature,Dispraise Of A Courtly Life,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/dispraise-of-a-courtly-life-31808
-0.030582117,0.019188173,"the waves; and sure some little care should weary **nature** so, to make her want repair. when chant","the waves ; and sure some little care should weary nature so , to make her want repair . when chant",nature,"The Flower And The Leaf: Or, The Lady In The Arbour.[1]",John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/flower-and-the-leaf-or-the-lady-in-the-arbour-14724
-0.033173624,-0.04564724,in that large glass descry: when thou **art** in good humour drest; when gentle reason rules,in that large glass des ##cr ##y : when thou art in good humour dr ##est ; when gentle reason rules,art,The Lady's Looking-Glass,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/ladys-looking-glass-2995
-0.031415034,-0.049358353,"storm is nigh: 'tis then, thou **art** yon 'angry main, deform '","storm is ni ##gh : ' tis then , thou art yo ##n ' angry main , def ##or ##m '",art,The Lady's Looking-Glass,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/ladys-looking-glass-2995
-0.03369971,-0.031762328,", scarce hadst thou thought enough to prove thou **art**, yet, steel'd with studied boldness",", scarce had ##st thou thought enough to prove thou art , yet , steel ' d with studied bold ##ness",art,An Ode : On Exodus III. 14,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/an-ode-on-exodus-iii-14-2859
-0.034360107,-0.031229084,": vain are thy thoughts while thou thyself **art** dust. let wit her sails, her oars",": vain are thy thoughts while thou thy ##sel ##f art dust . let wit her sails , her o ##ars",art,An Ode : On Exodus III. 14,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/an-ode-on-exodus-iii-14-2859
-0.032381654,0.019213967,"call stellaes face, prepar'd by **natures** choicest furniture, hath his front built","call stella ##es face , prep ##ar ' d by nature ##s choices ##t furniture , hat ##h his front built",nature,Astrophel and Stella - Sonnet IX,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-ix-31840
-0.03118014,-0.043017145,"to possess them, honour'd margaret. nor **art** thou less esteem'd that i have plac","to possess them , honour ' d margaret . nor art thou less esteem ' d that i have pl ##ac",art,To Doctor Alabaster,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-doctor-alabaster-19066
-0.033068605,-0.040956467,"the day, as these have done to thee who **art** the one, one only glory of a million:","the day , as these have done to thee who art the one , one only glory of a million :",art,To Doctor Alabaster,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-doctor-alabaster-19066
-0.03336959,-0.043713264,"ron. what could hurt her more? but thou **art** proof against them, and, indeed, above the","##ron . what could hurt her more ? but thou art proof against them , and , indeed , above the",art,"To The Memory Of My Beloved, The Author, Mr. William Shakespeare, And What He Hath Left Us",Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/to-the-memory-of-my-beloved-the-author-mr-william-shakespeare-and-what-he-hath-left-us-2530
-0.0323927,-0.048366383,"little further, to make thee a room: thou **art** a monument without a tomb, and **art** alive still","little further , to make thee a room : thou art a monument without a tomb , and art alive still",art,"To The Memory Of My Beloved, The Author, Mr. William Shakespeare, And What He Hath Left Us",Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/to-the-memory-of-my-beloved-the-author-mr-william-shakespeare-and-what-he-hath-left-us-2530
-0.03388926,-0.03566971,": thou **art** a monument without a tomb, and **art** alive still, while thy book doth live,",": thou art a monument without a tomb , and art alive still , while thy book dot ##h live ,",art,"To The Memory Of My Beloved, The Author, Mr. William Shakespeare, And What He Hath Left Us",Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/to-the-memory-of-my-beloved-the-author-mr-william-shakespeare-and-what-he-hath-left-us-2530
-0.03408417,-0.034247074,"man, but thee. thus, thou that man **art** whom the fates conspir'd to make","man , but thee . thus , thou that man art whom the fates con ##sp ##ir ' d to make",art,"To The Most Accomplished Gentleman, Master Edward Norgate, Clerk Of The Signet To His Majesty. Epig",Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-the-most-accomplished-gentleman-master-edward-norgate-clerk-of-the-signet-to-his-majesty-epig-18783
-0.03417313,-0.017864482,"mite of salt. oh love! that stronger **art** than wine, pleasing delusion, witchery divine","mit ##e of salt . oh love ! that stronger art than wine , pleasing del ##usion , witch ##ery divine",art,Song,Aphra Behn,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/aphra-behn/song-1597
-0.03258621,-0.020924153,"sluggish ease, and learns a clown the **art** to please: humbles the vain, kindles","slug ##gis ##h ease , and learns a clown the art to please : humble ##s the vain , kind ##les",art,Song,Aphra Behn,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/aphra-behn/song-1597
-0.03436279,0.032733124,virtue's unconquerable aid that against **nature** can persuade; and makes a roving mind retire,virtue ' s un ##con ##que ##rable aid that against nature can persuade ; and makes a ro ##ving mind retire,nature,Song,Aphra Behn,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/aphra-behn/song-1597
-0.03488322,0.030067047,"age began to reign. great were the gifts of **nature** which he had, his education much to those did","age began to reign . great were the gifts of nature which he had , his education much to those did",nature,"The Third Monarchy, Being The Grecian, Beginning Under Alexander The Great In The 112. Olympiad",Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/third-monarchy-being-the-grecian-beginning-under-alexander-the-great-in-the-112-olympiad-9465
-0.034026,-0.0075945808,"his education much to those did adde: by **art** and nature both he was made fit, to '","his education much to those did add ##e : by art and nature both he was made fit , to '",art,"The Third Monarchy, Being The Grecian, Beginning Under Alexander The Great In The 112. Olympiad",Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/third-monarchy-being-the-grecian-beginning-under-alexander-the-great-in-the-112-olympiad-9465
-0.034734868,0.025377769,"much to those did adde: by art and **nature** both he was made fit, to 'compl","much to those did add ##e : by art and nature both he was made fit , to ' com ##pl",nature,"The Third Monarchy, Being The Grecian, Beginning Under Alexander The Great In The 112. Olympiad",Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/third-monarchy-being-the-grecian-beginning-under-alexander-the-great-in-the-112-olympiad-9465
-0.027565908,0.031052502,"he quell. this done against both right and **natures** laws, his kinsmen put to death","he que ##ll . this done against both right and nature ##s laws , his kin ##sm ##en put to death",nature,"The Third Monarchy, Being The Grecian, Beginning Under Alexander The Great In The 112. Olympiad",Anne Bradstreet,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/anne-bradstreet/third-monarchy-being-the-grecian-beginning-under-alexander-the-great-in-the-112-olympiad-9465
-0.032840867,-0.044814456,nakedness; and more than once ( or thou **art** much belied ) by mars himself that armour has,naked ##ness ; and more than once ( or thou art much bel ##ied ) by mars himself that armour has,art,Pallas And Venus. An Epigram,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/pallas-and-venus-an-epigram-2910
-0.033542983,-0.038404454,"befits, for still temptation follows where thou **art**. gentle thou **art**, and therefore to be won","be ##fi ##ts , for still temptation follows where thou art . gentle thou art , and therefore to be won",art,The Sonnets XLI - Those pretty wrongs that liberty commits,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-xli-those-pretty-wrongs-that-liberty-commits-8193
-0.034407757,-0.039104287,"for still temptation follows where thou **art**. gentle thou **art**, and therefore to be won, beauteous","for still temptation follows where thou art . gentle thou art , and therefore to be won , beau ##te ##ous",art,The Sonnets XLI - Those pretty wrongs that liberty commits,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-xli-those-pretty-wrongs-that-liberty-commits-8193
-0.03398806,-0.04077639,"and therefore to be won, beauteous thou **art**, therefore to be assail'd; and","and therefore to be won , beau ##te ##ous thou art , therefore to be ass ##ail ' d ; and",art,The Sonnets XLI - Those pretty wrongs that liberty commits,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-xli-those-pretty-wrongs-that-liberty-commits-8193
-0.032929275,-0.041599564,who lead thee in their riot even there where thou **art** forced to break a twofold truth: hers by,who lead thee in their riot even there where thou art forced to break a two ##fold truth : hers by,art,The Sonnets XLI - Those pretty wrongs that liberty commits,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-xli-those-pretty-wrongs-that-liberty-commits-8193
-0.03246668,0.028103942,"together ties by linkes of loue and only **natures** art, how faine would i paint thee","together ties by link ##es of lou ##e and only nature ##s art , how fai ##ne would i paint thee",nature,Astrophel and Stella - Sonnet LXXXI,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-lxxxi-31912
-0.034873057,-0.014588935,"by linkes of loue and only natures **art**, how faine would i paint thee to all","by link ##es of lou ##e and only nature ##s art , how fai ##ne would i paint thee to all",art,Astrophel and Stella - Sonnet LXXXI,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-sonnet-lxxxi-31912
-0.03302119,0.035400078,ly wrapt in the rude manger lies; **nature** in awe to him had doffed her gaudy,##ly wrap ##t in the rude man ##ger lies ; nature in awe to him had do ##ffed her ga ##udy,nature,The Hymn,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/hymn-8433
-0.03293812,0.021574842,"new; and him as for a map doth **nature** store, to show false art what beauty was of","new ; and him as for a map dot ##h nature store , to show false art what beauty was of",nature,The Sonnets LXVIII - Thus is his cheek the map of days outworn,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-lxviii-thus-is-his-cheek-the-map-of-days-outworn-8220
-0.03381332,-0.01853853,"a map doth nature store, to show false **art** what beauty was of yore. hence, hence","a map dot ##h nature store , to show false art what beauty was of yo ##re . hence , hence",art,The Sonnets LXVIII - Thus is his cheek the map of days outworn,William Shakespeare,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/william-shakespeare/sonnets-lxviii-thus-is-his-cheek-the-map-of-days-outworn-8220
-0.031894263,-0.04572377,"urania, by that name if rightly thou **art** call'd, whose voice divine following, above","ur ##ania , by that name if right ##ly thou art call ' d , whose voice divine following , above",art,Paradise Lost - Book VII,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/paradise-lost-book-vii-8318
-0.03153127,-0.04682149,"thou, who thee implores: for thou **art** heav 'nlie, shee an empty","thou , who thee imp ##lore ##s : for thou art he ##av ' nl ##ie , she ##e an empty",art,Paradise Lost - Book VII,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/paradise-lost-book-vii-8318
-0.031913683,0.021041006,some thing of novity; as when in human **nature** he works more than ever yet the like was done,some thing of novi ##ty ; as when in human nature he works more than ever yet the like was done,nature,God's Descent,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/gods-descent-19664
-0.03393174,-0.03610388,"singular, the present age will tell the world thou **art**, if not to th 'whole, yet sat","singular , the present age will tell the world thou art , if not to th ' whole , yet sat",art,"To His Faithful Friend, M. John Crofts, Cup-Bearer To The King",Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-his-faithful-friend-m-john-crofts-cup-bearer-to-the-king-19090
-0.03335446,-0.03754873,"line about, live thou throughout the world; who **art** a man for all scenes; unto whom, what","line about , live thou throughout the world ; who art a man for all scenes ; unto whom , what",art,"To M. Leonard Willan, His Peculiar Friend",Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-m-leonard-willan-his-peculiar-friend-19199
-0.033855837,-0.029233312,"thee, but speak less, because thyself **art** coming to the press: and then should i in","thee , but speak less , because thy ##sel ##f art coming to the press : and then should i in",art,"To M. Leonard Willan, His Peculiar Friend",Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-m-leonard-willan-his-peculiar-friend-19199
-0.031939987,0.02442652,may want land to live in; but for all **nature** finds out some place for burial. o! how,may want land to live in ; but for all nature finds out some place for burial . o ! how,nature,Burial,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/burial-2178
-0.03197964,-0.043520745,"and for the comely carriage of it, thou **art** the man, the only man best known, mark","and for the come ##ly carriage of it , thou art the man , the only man best known , mark",art,"To His Honoured Friend, Sir John Mince",Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-his-honoured-friend-sir-john-mince-18916
-0.03176146,0.02827248,"wit. to make him more ridiculous, in spite **nature** contrived the fool should be a knight.","wit . to make him more ridiculous , in spite nature con ##tri ##ved the fool should be a knight .",nature,Tunbridge Wells,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/tunbridge-wells-2848
-0.033631098,0.032824766,"spleen or malice need on them be thrown: **nature** has done the business of lampoon, and in","sp ##leen or malice need on them be thrown : nature has done the business of lamp ##oon , and in",nature,Tunbridge Wells,John Wilmot,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-wilmot/tunbridge-wells-2848
-0.03338905,0.038536347,"young damon loved the boy, the boast of **nature**, both his parents 'joy, his graceful form","young damon loved the boy , the bo ##ast of nature , both his parents ' joy , his graceful form",nature,On The Death Of Amyntas,John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/on-the-death-of-amyntas-14639
-0.033595704,0.036205776,"what charms adorn'd thy youth, where **nature** smiled, and more than man was given us in","what charms ad ##orn ' d thy youth , where nature smiled , and more than man was given us in",nature,On The Death Of Amyntas,John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/on-the-death-of-amyntas-14639
-0.03271748,-0.015359549,"chirurgeon's praise, and height of **art**, not to cut off, but cure the vicious","chi ##ru ##rgeon ' s praise , and height of art , not to cut off , but cure the vicious",art,Lenity,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/lenity-19091
-0.03485067,0.021954019,"man would be content to pay again what god and **nature** lent. an hour-glass, in which were","man would be content to pay again what god and nature lent . an hour - glass , in which were",nature,Upon Time,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/upon-time-2442
-0.032554373,0.032774683,"rie state with pleasure! who keeps the key of **natures** cheifest treasure! to you, to","##rie state with pleasure ! who keeps the key of nature ##s che ##ife ##st treasure ! to you , to",nature,Astrophel and Stella - First Song,Philip Sidney (Sir),16th-17th Centuries (Early Modern),http://public-domain-poetry.com/sir-philip-sidney/astrophel-and-stella-first-song-31942
-0.034595158,0.031586353,", tell me what pleasure you can find in forcing **nature** 'gainst her will. 'tis true,",", tell me what pleasure you can find in forcing nature ' gains ##t her will . ' tis true ,",nature,Songs Set To Music: 6. Set By Mr. Smith,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/songs-set-to-music-6-set-by-mr-smith-3034
-0.032976106,-0.013928301,"will. 'tis true, you may, with **art** and pain, keep in some glowings of desire","will . ' tis true , you may , with art and pain , keep in some glowing ##s of desire",art,Songs Set To Music: 6. Set By Mr. Smith,Matthew Prior,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/matthew-prior/songs-set-to-music-6-set-by-mr-smith-3034
-0.0316558,-0.015489594,"our passions lesser power than theirs, who had less **art** them lively to express? is nature grown less powerful","our passions lesser power than theirs , who had less art them lively to express ? is nature grown less powerful",art,Sonnets: Idea XXVII,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnets-idea-xxvii-14400
-0.03349236,0.033566937,"who had less art them lively to express? is **nature** grown less powerful in their heirs, or in our","who had less art them lively to express ? is nature grown less powerful in their heirs , or in our",nature,Sonnets: Idea XXVII,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnets-idea-xxvii-14400
-0.03324254,0.036330573,"equal with his that loves his mistress most. or **nature** must be partial in my cause, or only you","equal with his that loves his mistress most . or nature must be partial in my cause , or only you",nature,Sonnets: Idea XXVII,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnets-idea-xxvii-14400
-0.029020416,-0.04936352,virgin soul from her fair hiding place. iv yet **art** thou not inglorious in thy fate; for,virgin soul from her fair hiding place . iv yet art thou not ing ##lor ##ious in thy fate ; for,art,On The Death Of A Fair Infant Dying Of A Cough,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/on-the-death-of-a-fair-infant-dying-of-a-cough-8425
-0.03067389,-0.050313655,v yet can i not perswade me thou **art** dead or that thy coarse corrupts in earths,v yet can i not per ##sw ##ade me thou art dead or that thy coarse corrupt ##s in earth ##s,art,On The Death Of A Fair Infant Dying Of A Cough,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/on-the-death-of-a-fair-infant-dying-of-a-cough-8425
-0.033580367,-0.041519098,"speak of miracles by thee, may say that thou **art** flatter'd by me, who only write","speak of miracles by thee , may say that thou art flat ##ter ' d by me , who only write",art,Sonnets: Idea XXXV To Miracle,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/sonnets-idea-xxxv-to-miracle-14408
-0.033529196,0.028987478,? or a well-dispos'd **nature** join'd with a lovely creature? be she,? or a well - di ##sp ##os ' d nature join ' d with a lovely creature ? be she,nature,Song,George Wither,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/george-wither/song-36452
-0.0321617,-0.043093387,"m along the elysian fields. speak, what **art** thou? euc. one once that had a","##m along the ely ##sian fields . speak , what art thou ? eu ##c . one once that had a",art,The New Charon:,Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/new-charon-19681
-0.03136181,0.013871108,"or may have, when you will? wherein wise **nature** you a dowrie gave, worth an estate,","or may have , when you will ? wherein wise nature you a dow ##rie gave , worth an estate ,",nature,Epistle To Elizabeth Countesse Of Rutland,Ben Jonson,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/ben-jonson/epistle-to-elizabeth-countesse-of-rutland-2520
-0.029813532,0.009044267,"that life ( i meane ) which doth **religion** teach, and by example true repentance preach","that life ( i mean ##e ) which dot ##h religion teach , and by example true rep ##ent ##ance preach",religion,Amour 19,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/amour-19-14456
-0.029581731,0.008854294,"babies in your eyes;-by love's **religion**, i must here confess it, the most i","babies in your eyes ; - by love ' s religion , i must here confess it , the most i",religion,"To His Mistress, Objecting To Him Neither Toying Or Talking",Robert Herrick,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/robert-herrick/to-his-mistress-objecting-to-him-neither-toying-or-talking-2341
-0.031293754,-0.022436943,"smile in spite of all his zeal: an **art** peculiar to yourself alone, to join the virtues of","smile in spite of all his ze ##al : an art peculiar to yourself alone , to join the virtues of",art,"To Henry Higden,[1] Esq., On His Translation Of The Tenth Satire Of Juvenal",John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/to-henry-higden-esq-on-his-translation-of-the-tenth-satire-of-juvenal-14627
-0.025979366,0.028088395,"the staff, why should i help the ill-**natured** world to laugh? 'tis all alike to","the staff , why should i help the ill - nature ##d world to laugh ? ' tis all alike to",nature,"To Henry Higden,[1] Esq., On His Translation Of The Tenth Satire Of Juvenal",John Dryden,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-dryden/to-henry-higden-esq-on-his-translation-of-the-tenth-satire-of-juvenal-14627
-0.032284386,-0.044622306,"mphs, and their powers offended, yet thou **art** higher far descended, thee bright-hair'd","##mp ##hs , and their powers offended , yet thou art higher far descended , thee bright - hair ' d",art,Il Penseroso,John Milton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/john-milton/il-penseroso-8310
-0.034493126,-0.025852997,"to death resigne, and thou an angell **art**, and from aboue; thy father was a","to death resign ##e , and thou an angel ##l art , and from ab ##oue ; thy father was a",art,Amour 40,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/amour-40-14477
-0.03508259,-0.026138104,"will i proue, yet thou a goddesse **art**, and so diuine. and thus,","will i pro ##ue , yet thou a goddess ##e art , and so di ##uin ##e . and thus ,",art,Amour 40,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/amour-40-14477
-0.030089254,0.027363516,es allow no land to basterdy: by **natures** lawes we thee a bastard finde.,##es allow no land to bas ##ter ##dy : by nature ##s law ##es we thee a bastard find ##e .,nature,Amour 40,Michael Drayton,16th-17th Centuries (Early Modern),http://public-domain-poetry.com/michael-drayton/amour-40-14477
